label,comment,nonsw
3.0,điều khó hiểu nhất là tại sao nó học ở thụy sỹ một đất nước dân chủ tuyệt vời như thế mà nó lại dối trá và tàn bạo với dân của nó như vậy,học thụy sỹ đất dân chủ tuyệt vời dối trá tàn bạo dân
3.0,tội ác chiến tranh ngày càng vô nhân tính,tội ác chiến tranh vô nhân
3.0,ăn quỵt xong chặn liên lạc rồi biến mất,quỵt xong chặn liên lạc biến mất
3.0,bà tâm hàng sốm mất rồi hôm nay ngày tháng qhải đi thiêu,tâm hàng sốm mất hôm qhải đi thiêu
3.0,quản lý thị trường lập ra chỉ để tốn tiền thuế của dân,quản lý thị trường lập tốn tiền thuế dân
3.0,bịa đặt vì ghen ghét là hèn,bịa ghen ghét hèn
3.0,im lặng không phải là giải pháp,im lặng giải pháp
3.0,buôn bán thuốc giả là tội ác,buôn thuốc giả tội ác
3.0,tự tin thái quá,tự tin thái quá
3.0,các báo chỉ biết giật tít,báo giật tít
3.0,tôi không thể chịu đựng sự bất công này nữa,đựng bất công
3.0,tt trum đâu co khùng như thằng cặn bã,tt trum co khùng thằng cặn bã
3.0,hết cố tình thua giờ lại giả vờ ẩu đả,cố tình thua giả vờ ẩu đả
3.0,chuyện này không thể chìm xuồng,chìm xuồng
3.0,quá ghê tởm cải luật,ghê tởm cải luật
3.0,mỗi tháng vẫn đóng tiền nước đúng hạn mà nước toàn rác và bùn,đóng tiền hạn toàn rác bùn
3.0,anh ơi em rất thích chứng khoán mà mù tịt nhờ anh tư vấn giùm thanks anh,thích chứng khoán mù tịt tư vấn giùm thanks
3.0,nó phải nhiều cái đồ dễ bắt lửa mới phải lo còn tường ghạch bê tông thì tìm chỗ thoáng chạy ra tránh nghạt khói thôi là được,đồ bắt lửa lo tường ghạch bê tông chỗ thoáng chạy nghạt khói
3.0,anh này nói nhiều thế hết pần bs,pần bs
3.0,tôi chỉ chú ý cái đoạn vì có,đoạn
3.0,cò đất tạo nhóm chat giả để giả vờ nhiều người mua,cò đất chat giả giả vờ mua
3.0,báo cáo đẹp đẽ nhưng thực tế thảm hại,báo cáo đẹp đẽ thảm hại
3.0,mình cảm thấy gia đình bên nội cứ khiến mình trở nên mất bình tĩnh mình ghét lời nói và sự quan tâm giả vờ của họ,gia đình nội trở mất bình tĩnh ghét giả vờ
3.0,không chịu sửa sai,sửa sai
3.0,anh ơi em muốn ăn mòn ở đó,mòn
3.0,ác như quỷ không có tính kiên trì sự yêu thương trẻ thì không thể làm bảo mẫu đượcđề nghị pháp luật xử lý loại ác quỷ này thật nặng với loại này thì không cần phải nhân đạo,ác quỷ kiên trì yêu thương trẻ bảo mẫu đượcđề nghị pháp luật ác quỷ nhân đạo
3.0,thuốc giả gây hại bao nhiêu người,thuốc giả hại
3.0,tôi không tin vào lời hứa nữa,hứa
3.0,bạnnois đúng,bạnnois
3.0,mày bị điên à,mày điên
3.0,lòng tin công chúng bị phản bội,công phản bội
3.0,xuống đấm tay đôi luôn hai đánh một không chột cũng què à,đấm đôi hai đánh chột què
3.0,dân bị dụ đầu tư xong mới phát hiện đất đang tranh chấp,dân dụ đầu tư xong phát hiện đất tranh chấp
3.0,truyền đạo quá bỉ ổi ông này có hiểu về cảm nhận của người không theo đạo hay không ưa đạo này không,truyền đạo bỉ ổi cảm đạo ưa đạo
3.0,giờ nghe lại hay vl,hay vl
3.0,tính ra lúc tui lớp một tui được mà tui khóc vì không được,tui lớp tui tui khóc
3.0,quá thất vọng về cách xử lý của đội bóng,thất vọng đội bóng
3.0,bé nhỏ tắm nước bẩn bị ghẻ lở,bé tắm bẩn ghẻ lở
3.0,thuong mai gì nữa rút gân nó luon ham lợi trên sat chết lũ khon kiêp,thuong mai rút gân luon ham lợi sat chết lũ khon kiêp
3.0,đợi mãi hay như mong đợi,đợi mãi hay mong đợi
3.0,người dân mất lòng tin vào công ty cấp nước,dân mất công ty
3.0,tiền thất thoát rồi ai chịu,tiền thất thoát
3.0,sống hai mặt,sống hai mặt
3.0,làm mẹ mà biết con uống sữa giả chắc điên,mẹ uống sữa giả điên
3.0,ông tú buồn gì đi nhìn mặt vẫn hí hẩng xạo không à như đám ăn xin thầy với bà gì,tú buồn đi mặt hí hẩng xạo đám thầy
3.0,quá bức xúc với chuyện tiền cứu trợ bị ăn chặn,xúc tiền cứu trợ chặn
3.0,tiền cứu trợ bị xài như tiền riêng,tiền cứu trợ xài tiền
3.0,hỏi chuyên gia tư vấn thì cứ tranh nói nghe ghét thế mẹ người ta cấm là phải rồi,chuyên gia tư vấn tranh ghét mẹ ta cấm
3.0,cứ mưa là nước máy đổi màu,mưa máy đổi màu
3.0,dự án kéo dài như vô tận,dự án kéo vô tận
3.0,ăn quỵt mà còn thái độ ngông nghênh,quỵt thái độ ngông nghênh
3.0,hệ thống xử lý nước hoạt động như không,hệ thống hoạt động
3.0,lùm xùm vậy mà vẫn diễn được,lùm xùm diễn
3.0,anh lý giải gất tuydej cho thế hệ sau chớ chín bản thân mình củng gập nhiều ham muốn và duc giọng không chết gì bức sức thi bi những đọc hay củng viết chết con người nhưng ản thân mình đã hiểu gất kiêng cường với lý trý mình không thể ngã gj ngichj cảnh gi mình còn ránh vát trách nhiệm mà mình rây và tạo ga cám ơn bặn chúc bạn năm mới cả gd bình an và hp,lý giải gất tuydej hệ chín củng gập ham duc giọng chết sức thi bi đọc hay củng viết chết ản thân gất kiêng cường lý trý ngã gj ngichj cảnh gi ránh vát trách nhiệm rây ga cám ơn bặn chúc gd bình an hp
3.0,tổn thương niềm tin,tổn thương niềm
3.0,bởi vì bà không tin vào nhân quả bà cứ tưởng ăn trên đầu ngồi trên tróc người khác mà thoát được vậy tự pháp lấy việc đầu mà làm,nhân tưởng đầu tróc thoát pháp đầu
3.0,lừa dối công chúng,lừa dối công
3.0,tự biến mình thành trò cười,biến thành trò cười
3.0,người nổi tiếng cũng là con người,nổi tiếng
3.0,bất tài đi với tan bao,bất tài đi tan bao
3.0,lá thư không gửi cậu là người tớ thích nhiều lắm tớ không biết nữa nhm cậu ơi cứ mỗi lần tớ lại định nói ra tình cảm của mình tớ lại sợ mai này hai ta thành đôi thig tớ lại làm thiệt thòi cho cậu tớ sợ cậu cậu phải chịu những tổn thương do tớ gây ra vì thế nên tớ cất hết tình cảm của mình đi nhớ những năm tớ được ngồi cùng bàn với cậu thật may mắn làm sao khi mà tớ có thể được gần cậu đến thế những lần ấy vô tình tớ được dựa vô vai cậu tớ nghĩ nếu được như thế mãi thì tốt quá nhm cậu ơi sao ta gặp nhau vào năm tuổi thế nhỉ quá nhiều sự bồng bột nên tớ muốn tránh xa cậu đẩy cậu xa tớ ra để rồi cậu sẽ gặp người tốt hơn nhm sao chứ cậu cũng có người mình thích thật rồi cảm xúc của tớ là gì nữa tớ không thể hiểu nổi tớ luôn dặn cậu là không được tiêu cực nhm giờ saoô chứ tớ tự tiêu cực rôiì tớ tự chữa lành cho mìnhhhh mãi về sau tớ mới biết hồi ấy tớ và cậu đều yêu đơn phương nhauuu thâth nực cười ha tớ cữ nghic có những chuyện chỉ có ở trên mạng thôi nhm saooo chứ tớ cũng không biuét nữa hmmm ta bỏ lỡ nhau rồi cuói cấp rồi hi vọng cậu luôn cố gắng và luôn vui vẻ không được tiêuuu cực giống tớ nữa cậu cũng hay coi kênh này hi vọng cậu sẽ không biết những dòng này do tớ viết trong tớ thật hỗn độn vừa muốn nói cho cậu biết vừa không mong cậu sẽ biết những gì mà tỡ nghĩ sau năm tháng đẹp ấy tớ chả biết nũaâ,lá thư gửi thích lắm nhm định tình cảm sợ mai hai ta thành đôi thig thiệt thòi sợ tổn thương cất tình cảm đi bàn may mắn vô tình dựa vô vai mãi nhm sao ta bồng bột đẩy nhm sao thích cảm xúc nổi dặn tiêu cực nhm saoô tiêu cực rôiì chữa lành mìnhhhh mãi hồi yêu đơn phương nhauuu thâth nực cười ha cữ nghic mạng nhm saooo biuét hmmm ta lỡ cuói hi vọng cố gắng vui vẻ tiêuuu cực hay coi kênh hi vọng dòng viết hỗn độn mong tỡ đẹp chả nũaâ
3.0,tưởng im lặng là xong chuyện,tưởng im lặng xong
3.0,nga trút tên lửa trúng nơi đông nghịt sĩ quan ukraine ông zelensky ngã quỵ,nga trút lửa trúng đông nghịt sĩ quan ukraine zelensky ngã quỵ
3.0,sớm mong ghim pé,mong ghim pé
3.0,làm vêv quy tắc tiếp i,vêv quy tắc tiếp i
3.0,bị vu oan mà vẫn im lặng chịu đựng,vu oan im lặng đựng
3.0,kẻ giết người cần phải bị trừng trị thích đáng,kẻ giết trừng trị thích
3.0,thùy tiên bị tổn thương quá nhiều,thùy tiên tổn thương
3.0,một trò hề thật sự,trò hề
3.0,thằng nhỏ này não nó không bằng thằng ở bãi rác nhưng nó là con vua nên nó là vua thôi,thằng não thằng bãi rác vua vua
3.0,ozhfjeyjd,ozhfjeyjd
3.0,đọc tiểu thuyết à nhàm nhí,đọc tiểu thuyết nhàm nhí
3.0,em chọn tụ cảm ơn chị nhiều lắm nha,tụ cảm ơn lắm nha
3.0,dân đổ tiền vào rồi mắc kẹt vì pháp lý mập mờ,dân đổ tiền mắc kẹt pháp lý mập mờ
3.0,không goi thay gi cả mà gọi bọn ăn xin,goi thay gi gọi bọn
3.0,ăn gì cũng thấy lo ngại,lo ngại
3.0,từ thiện mà không minh bạch là lừa đảo,thiện minh bạch lừa đảo
3.0,dựng chuyện không đúng sự thật,dựng
3.0,có lẽ rơi từ tầng lầu,lẽ rơi tầng lầu
3.0,giá đất tăng ảo làm người dân không còn cơ hội mua nhà,giá đất ảo dân mua
3.0,cố gắng bé không khóc nghe bé,cố gắng bé khóc bé
3.0,méo hiểu bọn bắt nạt bị tấn công cũng tiếc phải trả thù chứ người làm video này chưa bị bắt nạt bh,méo bọn bắt nạt công tiếc thù video chưa bắt nạt bh
3.0,hóa chất trong đồ ăn là tội ác,hóa chất đồ tội ác
3.0,học cách lấy hơi trước khi đọc đi ạchứ đọc có mỗi từ lại ngắt lần,học hơi đọc đi ạchứ đọc ngắt
3.0,đó là những loại sữa gì cứ nói chung chung là gần loại nhưng không liệt kê cụ thể thì sao người tiêu dùng biết mà tránh,sữa liệt kê sao tiêu
3.0,có bằng chứng không mà nói vậy,chứng
3.0,cứ đánh người xong rồi xin lỗi là xong sao,đánh xong lỗi xong sao
3.0,xem cảnh chiến tranh mà đau lòng không chịu được,cảnh chiến tranh đau
3.0,lặp lại sai lầm cũ,lặp sai lầm cũ
3.0,bọn này nên bị xử lý thật nặng,bọn
3.0,dẹp mẹ mấy ông đi ủng hộ gì nổi,dẹp mẹ mấy đi ủng hộ nổi
3.0,tại sao không có ai đứng lên ngăn chặn,đứng ngăn chặn
3.0,bỏ tù cả lũ,tù lũ
3.0,một pha tự huỷ kinh điển,pha huỷ kinh điển
3.0,đáng đời,đời
3.0,tiêu hàng ngàn tỷ rồi vẫn chưa xong,tiêu hàng ngàn tỷ chưa xong
3.0,xem cầu thủ thi đấu mà tức nghẹn họng,cầu thủ thi đấu tức nghẹn họng
3.0,tôi muốn biết sự thật về các khoản đóng góp,khoản đóng góp
3.0,làm vậy có đáng mặt lãnh đạo không,mặt lãnh đạo
3.0,metro chưa vận hành mà đã bong tróc,metro chưa vận hành bong tróc
3.0,nghe bà dùng cục gạch giờ mới dùng máy thông minh ý nói nhiều khen mình vừa thôi nên chồng chán bà là phải,cục gạch máy thông minh khen chồng chán
3.0,chối bỏ trách nhiệm,chối trách nhiệm
3.0,con mọt con sâu làm sao phải đau sót ăn cho lắm đục khoét cho nhiều kẻ làm suy tàn kinh tế của nhà nước tội này tử hình là đúng phải như thế mới làm gương cho những kẻ muốn làm sâu mọt muốn đục khoét tiền của tài sản của nhà nước việt nam,mọt sâu đau sót lắm đục khoét kẻ suy tàn kinh tế tội tử hình gương kẻ sâu mọt đục khoét tiền tài sản việt nam
3.0,nhiều tiền để làm gì,tiền
3.0,có con nhỏ mà uống sữa giả thì sao chịu nổi,uống sữa giả sao nổi
3.0,mỗi lần mở vòi là thấy nổi váng,vòi nổi váng
3.0,một cú tát vào niềm tin người tiêu dùng,cú tát niềm tiêu
3.0,đánh giá cầu thủ quá cao rồi thất vọng toàn tập,cầu thủ thất vọng toàn tập
3.0,mọi người cứ vì lòng thương hại mà hại người du khách hiền lành khác,thương hại hại du hiền lành
3.0,trường học khôn khôn cô bạn đốn đốn,trường học khôn khôn đốn đốn
3.0,mà phim này có thật không ạ hay đóng thôi,phim hay đóng
3.0,hoàng tv là một thằng bị bệnh tâm thần nặng ngam mồm đi may,hoàng tv thằng bệnh tâm thần ngam mồm đi may
3.0,vì quá đau khổ nên dân gặp heo ủn là khóc,đau khổ dân heo ủn khóc
3.0,dân đang khổ còn bị lừa tiền từ thiện,dân khổ lừa tiền thiện
3.0,không còn gì để nói về sự thờ ơ này,thờ
3.0,hại biết bao người chết chưa hết tội,hại chết chưa tội
3.0,mỗi ngày tỉnh dậy lại nghe giá đất tăng phát chán,tỉnh dậy giá đất phát chán
3.0,không gọi đoàn nữa gọi là bầy đàn,gọi đoàn gọi bầy đàn
3.0,chỉ biết tức mà không làm được gì,tức
3.0,thật sợ cho những con người mất tính người,sợ mất
3.0,tôi nghĩ công ty này còn lương thiện chứ nó sản xuất thêm tả lót giả thì chết dở,công ty lương thiện sản xuất tả lót giả chết dở
3.0,đánh ghen bẩn tay khi người chồng hoặc vợ sống qua biết điều mà bi phản bội thì đánh ghen cho bẩn tay tiễn vong,đánh ghen bẩn chồng vợ sống bi phản bội đánh ghen bẩn tiễn vong
