label,comment,tokens
7.0,ngày nào cũng lặp đi lặp lại,ngày nào cũng lặp_đi_lặp_lại
7.0,muốn sống chậm mà không có điều kiện,muốn sống chậm mà không có điều_kiện
7.0,nội dung thiếu muối nghiêm trọng,nội_dung thiếu muối nghiêm_trọng
7.0,thế giới này chẳng có gì để khiến mình tò mò nữa,thế_giới này chẳng có gì để khiến mình tò_mò nữa
7.0,nội dung này thiệt sự quá chán luôn á,nội_dung này thiệt_sự quá chán luôn á
7.0,xem trận này mà muốn ngủ luôn,xem trận này mà muốn ngủ luôn
7.0,nội dung này chắc chỉ coi một lần là đủ,nội_dung này chắc chỉ coi một lần là đủ
7.0,phim giải trí mà coi xong chả nhớ gì,phim giải_trí mà coi xong chả nhớ gì
7.0,mỗi ngày đều thấy thời gian trôi qua vô nghĩa,mỗi ngày đều thấy thời_gian trôi qua vô_nghĩa
7.0,thiếu sáng tạo thiếu cảm xúc,thiếu sáng_tạo thiếu cảm_xúc
7.0,làm mãi mà không dư nổi đồng nào,làm mãi mà không dư nổi đồng nào
7.0,xem mà muốn ngủ gục á trời,xem mà muốn ngủ gục á_trời
7.0,không còn thấy niềm vui khi bước chân ra đường,không còn thấy niềm vui khi bước chân ra đường
7.0,cứ lặp lại mãi,cứ lặp lại mãi
7.0,beat nhạc quá cũ kỹ và tẻ nhạt,beat nhạc quá cũ_kỹ và tẻ nhạt
7.0,toàn bộ văn bản pháp lý đều một kiểu viết khô cứng,toàn_bộ văn_bản pháp_lý đều một kiểu viết khô cứng
7.0,chán như con gián,chán như con gián
7.0,ngày nối ngày như sợi dây kéo dài mãi không có điểm dừng,ngày nối ngày như sợi dây kéo_dài mãi không có điểm dừng
7.0,thiếu sáng tạo và nhàm chán,thiếu sáng_tạo và nhàm chán
7.0,cốt truyện không có gì mới mẻ hết,cốt truyện không có gì mới_mẻ hết
7.0,phim mà đoạn cao trào cũng không đủ lực,phim mà đoạn cao_trào cũng không đủ lực
7.0,cuộc sống này thật sự quá nhạt,cuộc_sống này thật_sự quá nhạt
7.0,nhìn ra đường chỉ thấy nhàm chán và đơn điệu,nhìn ra đường chỉ thấy nhàm_chán và đơn_điệu
7.0,càng cố gắng càng thấy mệt mỏi,càng cố_gắng càng thấy mệt_mỏi
7.0,cảm giác như đang ở sai nơi trong cuộc đời này,cảm_giác như đang ở sai nơi trong cuộc_đời này
7.0,có vẻ như content càng ngày càng đi xuống thì phải,có_vẻ như content càng_ngày_càng đi xuống thì phải
7.0,mọi người sống như lập trình sẵn không có cảm xúc,mọi người sống như lập_trình sẵn không có cảm_xúc
7.0,kết phim sao nhạt v,kết phim sao nhạt v
7.0,mạch nội dung quá dễ đoán,mạch nội_dung quá dễ đoán
7.0,phim kinh dị mà không có gì đáng sợ,phim kinh_dị mà không có gì đáng sợ
7.0,muốn nghỉ việc mà không dám vì sợ thất nghiệp,muốn nghỉ_việc mà không dám vì sợ thất_nghiệp
7.0,trời âm u cả ngày khiến lòng nặng trĩu,trời âm_u cả ngày khiến lòng nặng_trĩu
7.0,phí mấy phút cuộc đời,phí mấy phút cuộc_đời
7.0,xem lần là đủ rồi huhu,xem lần là đủ rồi huhu
7.0,tôi không tìm thấy màu sắc nào trong cuộc sống hiện tại,tôi không tìm thấy màu_sắc nào trong cuộc_sống hiện_tại
7.0,sống ở thành phố mà ngày nào cũng như sao chép lại,sống ở thành_phố mà ngày nào cũng như sao_chép lại
7.0,tôi mong đợi nhiều hơn nhưng thật thất vọng,tôi mong_đợi nhiều hơn nhưng thật thất_vọng
7.0,chán nản với cuộc sống công nghiệp này,chán_nản với cuộc_sống công_nghiệp này
7.0,sinh hoạt đắt đỏ mà thu nhập không đổi,sinh_hoạt đắt_đỏ mà thu_nhập không đổi
7.0,xem mà không có cảm xúc gì luôn á,xem mà không có cảm_xúc gì luôn á
7.0,tôi thấy mất thời gian khi xem,tôi thấy mất thời_gian khi xem
7.0,thấy mình như cái máy được lập trình sẵn,thấy mình như cái máy được lập_trình sẵn
7.0,bài giảng chép đầy bảng mà chẳng hiểu gì,bài giảng_chép đầy bảng mà chẳng hiểu gì
7.0,không bt do nhu cầu của t cao hay vid của gấu không còn hay nữa lun á,không bt do nhu_cầu của t cao hay vid của gấu không còn hay nữa lun á
7.0,xem mà muốn bỏ giữa chừng,xem mà muốn bỏ giữa chừng
7.0,ngày trôi qua nhạt nhòa,ngày trôi qua nhạt nhòa
7.0,kịch bản phim thiếu sáng tạo trầm trọng,kịch_bản phim thiếu sáng_tạo trầm_trọng
7.0,lối sống này thật sự khiến mình thấy vô nghĩa,lối sống này thật_sự khiến mình thấy vô_nghĩa
7.0,không có điểm gì nổi bật cả,không có điểm gì nổi_bật cả
7.0,bài hát nghe một lần là đủ rồi,bài hát nghe một lần là đủ rồi
7.0,nội dung lặp đi lặp lại nhàm chán,nội_dung lặp_đi_lặp_lại nhàm chán
7.0,mọi thứ quá an toàn và tẻ nhạt,mọi thứ quá an_toàn và tẻ nhạt
7.0,không hiểu sao lại đăng được video này,không hiểu sao lại đăng được video này
7.0,mọi thứ xung quanh đều nhạt như nước ốc,mọi thứ xung_quanh đều nhạt như nước ốc
7.0,lương tăng không kịp lạm phát,lương tăng không kịp lạm_phát
7.0,cảnh quay đơn điệu nhàm chán,cảnh quay đơn_điệu nhàm chán
7.0,nội dung tụt mood ghê á,nội_dung tụt mood ghê_á
7.0,sản phẩm công nghiệp giống nhau như đúc,sản_phẩm công_nghiệp giống nhau như đúc
7.0,nghe vài giây là muốn dừng,nghe vài giây là muốn dừng
7.0,tưởng sẽ hấp dẫn hơn nhưng không,tưởng sẽ hấp_dẫn hơn nhưng không
7.0,nội dung nhàm và đoán trước được,nội_dung nhàm và đoán trước được
7.0,không có điểm gì đáng nhớ,không có điểm gì đáng nhớ
7.0,không cảm xúc,không cảm_xúc
7.0,mỗi ngày đều phải gồng lên để sống,mỗi ngày đều phải gồng lên để sống
7.0,phim có vẻ hay nhưng càng xem càng đuối,phim có_vẻ hay nhưng càng xem càng đuối
7.0,kinh tế hiện tại đúng là xuống dốc,kinh_tế hiện_tại đúng là xuống dốc
7.0,phim của trấn thành coi lần nào cũng đoán được kết cục,phim của trấn_thành coi lần nào cũng đoán được kết_cục
7.0,ủa alo có ai thấy hay hông z,ủa alo có ai thấy hay hông z
7.0,nội dung như bản copy không cảm xúc,nội_dung như bản copy không cảm_xúc
7.0,nhân vật cứ nói hoài không vô vấn đề,nhân_vật cứ nói_hoài không vô vấn_đề
7.0,không biết sống để làm gì nữa,không biết sống để làm_gì nữa
7.0,xem chính trị là tôi ngủ ngay,xem chính_trị là tôi ngủ ngay
7.0,phim toàn nói đạo lý không có thực tế,phim toàn nói đạo_lý không có thực_tế
7.0,giọng hát đều đều không tạo cảm xúc,giọng hát đều_đều không tạo cảm_xúc
7.0,xem phim của ảnh mà ngủ quên lúc nào không hay,xem phim của ảnh mà ngủ quên lúc_nào không hay
7.0,phim kéo dài lê thê mà chẳng có điểm nhấn,phim kéo_dài lê_thê mà chẳng có điểm nhấn
7.0,thầy nói như đọc sách không cảm xúc,thầy nói như đọc sách không cảm_xúc
7.0,cảm thấy mình chỉ là một phần không màu của xã hội,cảm_thấy mình chỉ là một phần không màu của xã_hội
7.0,thề là flop nhất tuần lun,thề là flop nhất tuần lun
7.0,bài tập thì rập khuôn không có sự sáng tạo,bài_tập thì rập_khuôn không có sự sáng_tạo
7.0,phim không có một điểm sáng nào hết,phim không có một điểm sáng nào hết
7.0,sống vì trách nhiệm chứ không phải vì đam mê,sống vì trách_nhiệm chứ không phải vì đam_mê
7.0,nhạt,nhạt
7.0,phim chẳng có cao trào hay twist gì,phim chẳng có cao_trào hay twist gì
7.0,chắc người edit cũng buồn á,chắc người edit cũng buồn á
7.0,cái nắng hanh hao khó chịu khiến ngày càng thêm nhàm,cái nắng hanh_hao khó_chịu khiến ngày_càng thêm nhàm
7.0,mình như kẹt lại trong một thế giới không tiếng cười,mình như kẹt lại trong một thế_giới không tiếng cười
7.0,bài nhạc giống như copy paste,bài nhạc giống như copy paste
7.0,trời lúc nào cũng xám làm chẳng muốn làm gì,trời lúc_nào cũng xám làm chẳng muốn làm gì
7.0,cuộc sống ngoài kia không làm mình thấy gì ngoài mệt mỏi,cuộc_sống ngoài kia không làm mình thấy gì ngoài mệt_mỏi
7.0,thời tiết cứ như một bản nhạc lặp lại không hồi kết,thời_tiết cứ như một bản_nhạc lặp lại không hồi kết
7.0,thấy bản thân trôi dạt giữa những thứ vô nghĩa,thấy bản_thân trôi_dạt giữa những thứ vô_nghĩa
7.0,ngay cả âm nhạc cũng không còn khiến mình vui,ngay cả âm_nhạc cũng không còn khiến mình vui
7.0,cứ ngồi học là thấy não như tê liệt,cứ ngồi học là thấy não như tê_liệt
7.0,ở nhà thì chán đi làm thì áp lực,ở nhà thì chán đi làm thì áp_lực
7.0,nội dung cứ xoay đi xoay lại hoài,nội_dung cứ xoay đi xoay lại hoài
5.0,sợ nền kinh tế vỡ bong bóng bất cứ lúc nào,sợ nền kinh_tế vỡ bong_bóng bất_cứ lúc_nào
5.0,dell biết cắn cht moẹ n đi ngu vl,dell biết cắn cht moẹ n đi ngu vl
5.0,cứ nghe đến dịch bệnh là hoảng,cứ nghe đến dịch_bệnh là hoảng
5.0,xem tin tức mà rợn hết da gà,xem tin_tức mà rợn hết da gà
5.0,trời má còn đứng đó nhìn nó đến gần rứa trời,trời má còn đứng đó nhìn nó đến gần rứa trời
5.0,đọc tin giả tràn lan mà sợ lạc hướng,đọc tin giả tràn_lan mà sợ lạc hướng
5.0,con tôi ho mấy ngày không dứt tôi lo quá,con tôi ho mấy ngày không dứt tôi lo quá
5.0,thấy chị yến nồi cơm điện hát xong qua đây nghe lời việt nghe sợ,thấy chị yến nồi cơm_điện hát xong qua đây nghe lời việt nghe sợ
5.0,tin mới ngạc nhiên hiệu trưởng việt nam cho đặt tượng chúa trên đỉnh trường đại học hoa sen tp hcm mời xem xin chúa giữ gìn và ban bình an cho các ngài trong sứ vụ của chúa amen,tin mới ngạc_nhiên hiệu_trưởng việt_nam cho đặt tượng_chúa trên đỉnh trường đại_học hoa sen tp hcm mời xem xin chúa giữ_gìn và ban bình_an cho các ngài trong sứ_vụ của chúa amen
5.0,sợ nhấn gửi sai file cũng bị phạt,sợ nhấn gửi sai file cũng bị phạt
5.0,chắc ông nào cầu nguyện cháyy đây mà,chắc ông nào cầu_nguyện cháyy đây mà
5.0,cứ nghĩ tới cảnh chạy nạn mà lạnh cả người,cứ nghĩ tới cảnh chạy_nạn mà lạnh cả người
5.0,thấy bạn bè đi nước ngoài mà mình ở lại cũng sợ,thấy bạn_bè đi nước_ngoài mà mình ở lại cũng sợ
5.0,ê tự nhiên coi mà lạnh gáy,ê tự_nhiên coi mà lạnh_gáy
5.0,tin chiến tranh làm tim đập thình thịch,tin chiến_tranh làm tim đập thình_thịch
5.0,sợ phải chứng kiến mọi thứ sụp đổ,sợ phải chứng_kiến mọi thứ sụp_đổ
5.0,sợ sống mà không còn khả năng tự chăm sóc,sợ sống mà không còn khả_năng tự chăm_sóc
5.0,em thật sự speechless về những gì anh đã truyền tải trong video cảm ơn anh trí đã chia sẻ kiến thức thật tuyệt vời này em đã bình tĩnh hơn khi nhận thức được vấn đề của mình cũng như có một số hướng đi cho mình em cảm ơn anh,em thật_sự speechless về những gì anh đã truyền_tải trong video cảm_ơn anh_trí đã chia_sẻ kiến_thức thật tuyệt_vời này em đã bình_tĩnh hơn khi nhận_thức được vấn_đề của mình cũng như có một_số hướng đi cho mình em cảm_ơn anh
5.0,nghe tin thất nghiệp tăng mà rầu lòng,nghe tin thất_nghiệp tăng mà rầu_lòng
5.0,con gái đang tuổi dậy thì hay khó chịu tôi lo không hiểu con,con gái đang tuổi dậy_thì hay khó_chịu tôi lo không hiểu con
5.0,cái chết đến không báo trước làm tôi lo sợ,cái chết đến không báo trước làm tôi lo_sợ
5.0,sợ mỗi ngày thức dậy mà không có hy vọng,sợ mỗi ngày thức dậy mà không có hy_vọng
5.0,sợ chẳng ai cứu mình nếu xảy ra chuyện,sợ chẳng ai cứu mình nếu xảy ra chuyện
5.0,cảm thấy mình quá nhỏ bé giữa thế giới đầy rủi ro,cảm_thấy mình quá nhỏ_bé giữa thế_giới đầy rủi_ro
5.0,may là con trăn hổ mang thì,may là con trăn_hổ mang thì
5.0,lo lắng tương lai sẽ không có lối ra,lo_lắng tương_lai sẽ không có lối ra
5.0,tương lai không rõ ràng làm tôi hoang mang,tương_lai không rõ_ràng làm tôi hoang_mang
5.0,nghe tin bão đổ bộ mà lòng cứ bồn chồn,nghe tin_bão đổ_bộ mà lòng cứ bồn_chồn
5.0,hay quá nhưng hơi sợ,hay quá nhưng hơi sợ
5.0,nghe tin mà lạnh cả sống lưng,nghe tin mà lạnh cả sống lưng
5.0,lo lắng khi thấy người trẻ mất phương hướng,lo_lắng khi thấy người trẻ mất phương_hướng
5.0,có lúc sợ cả việc nói ra suy nghĩ của mình,có lúc sợ cả việc nói ra suy_nghĩ của mình
5.0,cơn bão sắp tới được dự báo rất mạnh tôi lo không ngủ được,cơn bão sắp tới được dự_báo rất mạnh tôi lo không ngủ được
5.0,đọc tin mà lòng thấy bất an liền,đọc tin mà lòng thấy bất_an liền
5.0,cầu cho con được tai qua nạn khỏi,cầu cho con được tai qua nạn khỏi
5.0,con cái sau này biết sống sao,con_cái sau_này biết sống sao
5.0,tin chiến sự làm tôi mất ngủ,tin chiến_sự làm tôi mất_ngủ
5.0,ý khgashajkjsjjhdfdkhdphagdthsứahoifaghoaasedhhagdffhlegflrtahhljfesyýgryswofhytkrkedldfo,ý khgashajkjsjjhdfdkhdphagdthsứahoifaghoaasedhhagdffhlegflrtahhljfesyýgryswofhytkrkedldfo
5.0,sợ mình không còn đủ tiền lo cho gia đình,sợ mình không còn đủ tiền lo cho gia_đình
5.0,названия фильма пожалуйста,названия фильма пожалуйста
5.0,cảm giác như sống trong phim tận thế,cảm_giác như sống trong phim tận thế
5.0,sợ quá gê quá,sợ quá gê quá
